independent_unit_id	cohort_role	method	epsilon	tau	branch	witness	score	n_estimable	spearman	aurc	oracle_aurc	random_aurc	normalized_excess_aurc	retained_loss_at_80pct_coverage	retained_loss_at_90pct_coverage
HER2ST::H	manual_truth_controlled	uot	0.25	2.0	main21	heldout_expression_loss	endpoint_response	477.0	0.813526938332068	0.3610413668625031	0.351499754039101	0.4005332990237695	0.19442392121790586	0.3703314644442587	0.3848781459339533
HER2ST::H	manual_truth_controlled	uot	0.25	2.0	main21	heldout_expression_loss	finite_response_h001	477.0	0.8147222614965786	0.3609943063286134	0.351499754039101	0.4005332990237695	0.19343508554243383	0.3704501554590779	0.38540752352528296
HER2ST::H	manual_truth_controlled	uot	0.25	2.0	main21	heldout_expression_loss	local_reference	477.0	0.8147389962474649	0.3609914383134814	0.351499754039101	0.4005332990237695	0.19337748028785529	0.3704501554590779	0.38540752352528296
HER2ST::H	manual_truth_controlled	uot	0.25	2.0	main21	heldout_expression_loss	source_boundary_proximity	477.0	0.015725233353401077	0.4008529178868252	0.351499754039101	0.4005332990237695	1.0071414609596723	0.4009015274463892	0.4004287510881178
STAR_8M_D1_D2	legacy_replication	balanced_ot	0.25		main21	heldout_expression_loss	endpoint_response	1500.0	0.007711779846572553	0.7445541695018776	0.7095492167452577	0.7459240370368481	0.9626400595850778	0.7435887150442928	0.743038519394698
STAR_8M_D1_D2	legacy_replication	balanced_ot	0.25		main21	heldout_expression_loss	finite_response_h001	1500.0	0.029992058551381824	0.7434264341115966	0.7095492167452577	0.7459240370368481	0.9316741836669741	0.7426032787940597	0.7422374718831166
STAR_8M_D1_D2	legacy_replication	balanced_ot	0.25		main21	heldout_expression_loss	local_reference	1500.0	0.030244550392199643	0.743402302608548	0.7095492167452577	0.7459240370368481	0.9310127955874871	0.7424858734466491	0.7422374718831166
STAR_8M_D1_D2	legacy_replication	balanced_ot	0.25		main21	heldout_expression_loss	source_boundary_proximity	1500.0	-0.017947472133406077	0.7458357503670836	0.7095492167452577	0.7459240370368481	0.9965951372871775	0.7447945844127324	0.7435921979436821
STAR_8M_D1_D2	legacy_replication	row_softmax	0.25		main21	heldout_expression_loss	endpoint_response	1500.0	-0.5252127027578818	0.7658745555647193	0.7093897611009898	0.7458671374870314	1.5486503862667313	0.7619102898411111	0.7542016685561137
STAR_8M_D1_D2	legacy_replication	row_softmax	0.25		main21	heldout_expression_loss	finite_response_h001	1500.0	-0.4858709570936782	0.7635376926669784	0.7093897611009898	0.7458671374870314	1.4847000858525436	0.7587316354395175	0.7522501434099449
STAR_8M_D1_D2	legacy_replication	row_softmax	0.25		main21	heldout_expression_loss	local_reference	1500.0	-0.4854809637641495	0.7635184478816452	0.7093897611009898	0.7458671374870314	1.484173627073866	0.7587333712437185	0.7521245424583001
STAR_8M_D1_D2	legacy_replication	row_softmax	0.25		main21	heldout_expression_loss	source_boundary_proximity	1500.0	-0.01733007273640068	0.7457362947327613	0.7093897611009898	0.7458671374870314	0.9951473314681545	0.7446759493531664	0.7434146016502454
STAR_8M_D1_D2	legacy_replication	uot	0.25	2.0	main21	heldout_expression_loss	endpoint_response	1500.0	0.2573282101347181	0.7366237146451311	0.7095065228694657	0.7458933107828878	0.7456685984953131	0.7380586657618805	0.7413817446017585
STAR_8M_D1_D2	legacy_replication	uot	0.25	2.0	main21	heldout_expression_loss	finite_response_h001	1500.0	0.26646687149788045	0.7362521621449352	0.7095065228694657	0.7458933107828878	0.7354463574093962	0.7378720402541387	0.7415605746334177
STAR_8M_D1_D2	legacy_replication	uot	0.25	2.0	main21	heldout_expression_loss	local_reference	1500.0	0.26661372054587085	0.7362355903635901	0.7095065228694657	0.7458933107828878	0.7349927738756139	0.73780380164068	0.7415605746334176
STAR_8M_D1_D2	legacy_replication	uot	0.25	2.0	main21	heldout_expression_loss	source_boundary_proximity	1500.0	-0.01799190513504275	0.7458020628619336	0.7095065228694657	0.7458933107828878	0.996492144610962	0.7447573034708048	0.7435473704541609
ST_E15_5_S1_S2	legacy_replication	balanced_ot	0.25		main21	heldout_expression_loss	endpoint_response	1500.0	0.22751749311888586	0.2102809159782671	0.18837211553435512	0.21555991527646268	0.8000121617557795	0.21215961474745731	0.2140079925015126
