dataset,pair_type,biological_pair_id,direction,pair_id,independent_unit_id,method,epsilon,tau,grid_role,parameter_index,pair_file_id,intervention,max_absolute_plan_difference,mean_absolute_plan_difference,normalized_l1_plan_difference,equivalence_tolerance,equivalence_pass,row_response_spearman,row_response_nmae,transported_mass_difference,objective_n,objective_s,objective_ratio_s_over_n,gate_n,gate_s_reference,gate_conclusion_consistent,claim_status
spatialLIBD_manual_layers,within_donor_adjacent_replicates,DLPFCML_151673_151674,reverse,DLPFCML_151673_151674__reverse,spatialLIBD_manual::Br8100,balanced_ot,0.25,,baseline,1,DLPFCML_151673_151674__reverse,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.902106461572337,-1.4510532307861685,0.5,False,False,True,post-review sensitivity analysis; manual cortical-layer extension
spatialLIBD_manual_layers,within_donor_adjacent_replicates,DLPFCML_151673_151674,reverse,DLPFCML_151673_151674__reverse,spatialLIBD_manual::Br8100,uot,0.25,2.0,baseline,1,DLPFCML_151673_151674__reverse,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-4.962647683890799,-2.4813238419453993,0.5,False,False,True,post-review sensitivity analysis; manual cortical-layer extension
spatialLIBD_manual_layers,within_donor_adjacent_replicates,DLPFCML_151673_151674,reverse,DLPFCML_151673_151674__reverse,spatialLIBD_manual::Br8100,uot,0.25,2.0,baseline,1,DLPFCML_151673_151674__reverse,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-3.978717799808785,-1.9893588999043925,0.5,False,False,True,post-review sensitivity analysis; manual cortical-layer extension
spatialLIBD_manual_layers,within_donor_adjacent_replicates,DLPFCML_151673_151674,reverse,DLPFCML_151673_151674__reverse,spatialLIBD_manual::Br8100,row_softmax,0.25,,baseline,1,DLPFCML_151673_151674__reverse,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; manual cortical-layer extension
spatialLIBD_manual_layers,within_donor_adjacent_replicates,DLPFCML_151673_151674,reverse,DLPFCML_151673_151674__reverse,spatialLIBD_manual::Br8100,row_softmax,0.25,,baseline,1,DLPFCML_151673_151674__reverse,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; manual cortical-layer extension
spatialLIBD_manual_layers,within_donor_adjacent_replicates,DLPFCML_151675_151676,forward,DLPFCML_151675_151676,spatialLIBD_manual::Br8100,balanced_ot,0.25,,baseline,1,DLPFCML_151675_151676,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-3.4167258120656774,-1.7083629060328387,0.5,False,False,True,post-review sensitivity analysis; manual cortical-layer extension
spatialLIBD_manual_layers,within_donor_adjacent_replicates,DLPFCML_151675_151676,forward,DLPFCML_151675_151676,spatialLIBD_manual::Br8100,balanced_ot,0.25,,baseline,1,DLPFCML_151675_151676,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-2.910012261824739,-1.4550061309123694,0.5,False,False,True,post-review sensitivity analysis; manual cortical-layer extension
spatialLIBD_manual_layers,within_donor_adjacent_replicates,DLPFCML_151675_151676,forward,DLPFCML_151675_151676,spatialLIBD_manual::Br8100,uot,0.25,2.0,baseline,1,DLPFCML_151675_151676,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-4.9568044394078825,-2.4784022197039413,0.5,False,False,True,post-review sensitivity analysis; manual cortical-layer extension
spatialLIBD_manual_layers,within_donor_adjacent_replicates,DLPFCML_151675_151676,forward,DLPFCML_151675_151676,spatialLIBD_manual::Br8100,uot,0.25,2.0,baseline,1,DLPFCML_151675_151676,I_SPATIAL,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,-3.9867542007620065,-1.9933771003810032,0.5,False,False,True,post-review sensitivity analysis; manual cortical-layer extension
spatialLIBD_manual_layers,within_donor_adjacent_replicates,DLPFCML_151675_151676,forward,DLPFCML_151675_151676,spatialLIBD_manual::Br8100,row_softmax,0.25,,baseline,1,DLPFCML_151675_151676,I_EXPR,0.0,0.0,0.0,1e-07,True,1.0,0.0,0.0,,,,False,False,True,post-review sensitivity analysis; manual cortical-layer extension
