dataset,pair_type,biological_pair_id,direction,pair_id,independent_unit_id,method,epsilon,tau,grid_role,arm,stage,intervention,solver_iterations,converged,runtime_seconds,peak_memory_mb,memory_measurement,solver_last_error,row_mass_l1,col_mass_l1
spatialLIBD_manual_layers,within_donor_adjacent_replicates,DLPFCML_151507_151508,forward,DLPFCML_151507_151508,spatialLIBD_manual::Br5292,uot,0.25,5.0,tau_scan,R,full_endpoint,I_SPATIAL,185,True,9.475366399999984,404.33984375,process_rss_after_solve,9.696137226455903e-09,0.3597999165114851,0.35979991651148513
spatialLIBD_manual_layers,within_donor_adjacent_replicates,DLPFCML_151507_151508,forward,DLPFCML_151507_151508,spatialLIBD_manual::Br5292,uot,0.25,5.0,tau_scan,R,matched_fd,I_SPATIAL,185,True,10.023535999998785,404.33984375,process_rss_after_solve,8.714296839684721e-09,0.3155845261024469,0.3155845261024469
spatialLIBD_manual_layers,within_donor_adjacent_replicates,DLPFCML_151507_151508,forward,DLPFCML_151507_151508,spatialLIBD_manual::Br5292,uot,0.25,5.0,tau_scan,N,full_endpoint,I_EXPR,185,True,10.026969200000167,421.5078125,process_rss_after_solve,9.646185183953548e-09,0.36257849191681013,0.36257849191681013
spatialLIBD_manual_layers,within_donor_adjacent_replicates,DLPFCML_151507_151508,forward,DLPFCML_151507_151508,spatialLIBD_manual::Br5292,uot,0.25,5.0,tau_scan,N,matched_fd,I_EXPR,185,True,10.274511999999959,421.5078125,process_rss_after_solve,8.715205446208074e-09,0.3157515352382628,0.31575153523826294
spatialLIBD_manual_layers,within_donor_adjacent_replicates,DLPFCML_151507_151508,forward,DLPFCML_151507_151508,spatialLIBD_manual::Br5292,uot,0.25,5.0,tau_scan,N,full_endpoint,I_SPATIAL,185,True,9.729853099999673,438.67578125,process_rss_after_solve,8.505031345862335e-09,0.2953963248267832,0.29539632482678313
spatialLIBD_manual_layers,within_donor_adjacent_replicates,DLPFCML_151507_151508,forward,DLPFCML_151507_151508,spatialLIBD_manual::Br5292,uot,0.25,5.0,tau_scan,N,matched_fd,I_SPATIAL,185,True,9.98826200000076,438.67578125,process_rss_after_solve,8.701756648576975e-09,0.31495041140542324,0.31495041140542324
spatialLIBD_manual_layers,within_donor_adjacent_replicates,DLPFCML_151507_151508,forward,DLPFCML_151507_151508,spatialLIBD_manual::Br5292,uot,0.1,1.0,interaction_corner,shared,base,NONE,100,True,5.516601900000751,284.00390625,process_rss_after_solve,4.885754911754248e-09,0.441965343773097,0.4411641303929046
spatialLIBD_manual_layers,within_donor_adjacent_replicates,DLPFCML_151507_151508,forward,DLPFCML_151507_151508,spatialLIBD_manual::Br5292,uot,0.1,1.0,interaction_corner,R,full_endpoint,I_EXPR,100,True,5.405654800000775,352.67578125,process_rss_after_solve,7.25533233492115e-09,0.8133663685502861,0.813366368550286
spatialLIBD_manual_layers,within_donor_adjacent_replicates,DLPFCML_151507_151508,forward,DLPFCML_151507_151508,spatialLIBD_manual::Br5292,uot,0.1,1.0,interaction_corner,R,matched_fd,I_EXPR,100,True,5.056396899999527,352.67578125,process_rss_after_solve,4.906239858826211e-09,0.4451368338440299,0.444369044249152
spatialLIBD_manual_layers,within_donor_adjacent_replicates,DLPFCML_151507_151508,forward,DLPFCML_151507_151508,spatialLIBD_manual::Br5292,uot,0.1,1.0,interaction_corner,R,full_endpoint,I_SPATIAL,100,True,5.362605899999835,369.84375,process_rss_after_solve,6.092104598565129e-09,0.5854412797671888,0.5852991341864004
