method,epsilon,tau,grid_role,arm,intervention,score,claim_status,gate_family,independent_units,median_spearman,median_top_decile_overlap,median_nmae,unit_gate_pass_fraction,spearman_gate_pass,overlap_gate_pass,nmae_gate_pass,gate_pass,witness,median_nex_aurc,median_relative_fixed_qc_gain,positive_unit_fraction,positive_technology_count,leave_one_unit_out_fixed_qc_low,negative_control_pass_fraction,leakage_control_pass_fraction,confound_direction_pass_fraction,sensitivity_external_gate,sensitivity_external_gate_with_controls,registered_gate_status,confirmatory
uot,0.25,5.0,tau_scan,N,I_EXPR,matched_finite_difference,post-review sensitivity analysis; manual cortical-layer extension,internal_fidelity,3,0.6672407187736529,0.485,6.417748301839705,0.0,False,False,False,False,,,,,,,,,,,,,
uot,0.25,5.0,tau_scan,N,I_EXPR,registered_finite_difference_fixed_score,post-review sensitivity analysis; manual cortical-layer extension,internal_fidelity,3,-0.03176128522723788,0.10500000000000001,12.134754990182046,0.0,False,False,False,False,,,,,,,,,,,,,
uot,0.25,5.0,tau_scan,N,I_SPATIAL,matched_finite_difference,post-review sensitivity analysis; manual cortical-layer extension,internal_fidelity,3,0.6188030208013426,0.4966666666666667,2.160869516097118,0.0,False,False,False,False,,,,,,,,,,,,,
uot,0.25,5.0,tau_scan,N,I_SPATIAL,registered_finite_difference_fixed_score,post-review sensitivity analysis; manual cortical-layer extension,internal_fidelity,3,0.5918021643565176,0.425,2.180312328462614,0.0,False,False,False,False,,,,,,,,,,,,,
uot,0.25,5.0,tau_scan,R,I_EXPR,matched_finite_difference,post-review sensitivity analysis; manual cortical-layer extension,internal_fidelity,3,0.9940153600068268,0.98,0.2340986453971604,1.0,True,True,True,True,,,,,,,,,,,,,
uot,0.25,5.0,tau_scan,R,I_EXPR,registered_finite_difference_fixed_score,post-review sensitivity analysis; manual cortical-layer extension,internal_fidelity,3,0.9940153600068268,0.98,0.2340986453971604,1.0,True,True,True,True,,,,,,,,,,,,,
uot,0.25,5.0,tau_scan,R,I_SPATIAL,matched_finite_difference,post-review sensitivity analysis; manual cortical-layer extension,internal_fidelity,3,0.4655697589198929,0.39166666666666666,2.4746793758880905,0.0,False,False,False,False,,,,,,,,,,,,,
uot,0.25,5.0,tau_scan,R,I_SPATIAL,registered_finite_difference_fixed_score,post-review sensitivity analysis; manual cortical-layer extension,internal_fidelity,3,0.4655697589198929,0.39166666666666666,2.4746793758880905,0.0,False,False,False,False,,,,,,,,,,,,,
uot,0.5,1.0,interaction_corner,N,I_EXPR,matched_finite_difference,post-review sensitivity analysis; manual cortical-layer extension,internal_fidelity,3,0.944356744158553,0.6783333333333333,2.441384652288397,0.0,True,True,False,False,,,,,,,,,,,,,
uot,0.5,1.0,interaction_corner,N,I_EXPR,registered_finite_difference_fixed_score,post-review sensitivity analysis; manual cortical-layer extension,internal_fidelity,3,0.5539526790900796,0.5883333333333334,4.987437970288645,0.0,False,False,False,False,,,,,,,,,,,,,
uot,0.5,1.0,interaction_corner,N,I_SPATIAL,matched_finite_difference,post-review sensitivity analysis; manual cortical-layer extension,internal_fidelity,3,0.9675881838169706,0.7016666666666667,0.9579843294566555,0.0,True,True,False,False,,,,,,,,,,,,,
