independent_unit_id	pair_id	direction	model	pair_purity	top1	top5	top10	mean_reciprocal_rank	median_true_rank	region_label_accuracy	true_pair_cosine
HER2ST::B	HER2ST_B1_CONTROLLED__reverse	reverse	mlp64_32	0.5	0.0021645021645021645	0.011073467595206726	0.03447518664909969	0.021387031834171146	120.16666666666667	0.24907459690068387	0.004167227229724328
HER2ST::B	HER2ST_B1_CONTROLLED__reverse	reverse	mlp64_32	1.0	0.0	0.016657255787690572	0.030899052638183072	0.021456097559597005	105.5	0.23407992973210365	0.0724363240102927
HER2ST::C	HER2ST_C1_CONTROLLED	forward	linear32	0.0	0.01530612244897959	0.03392132046617096	0.06226599166798502	0.04353525927183019	69.75	0.6923878078363127	-0.007121998506287734
HER2ST::C	HER2ST_C1_CONTROLLED	forward	linear32	0.5	0.014554659072931497	0.05509413067552602	0.10357011021462847	0.05617125790610694	58.333333333333336	0.7033697199810156	0.03920552662263314
HER2ST::C	HER2ST_C1_CONTROLLED	forward	linear32	1.0	0.011245583504719716	0.06709117755629383	0.1378737541528239	0.056156045020470495	47.25	0.711688551389548	0.09259650856256485
HER2ST::C	HER2ST_C1_CONTROLLED	forward	mlp128_64_32	0.0	0.014646944048937405	0.03808732795443759	0.06067077993988293	0.04398759928960381	64.25	0.6817223013236302	-0.04385414362574617
HER2ST::C	HER2ST_C1_CONTROLLED	forward	mlp128_64_32	0.5	0.015213837472973684	0.05008437483520539	0.06511364235616728	0.04889543108375702	66.58333333333333	0.6411828297210357	-0.06702500147124131
HER2ST::C	HER2ST_C1_CONTROLLED	forward	mlp128_64_32	1.0	0.003968253968253968	0.031469176818014026	0.050651268259241676	0.03794982789369061	58.083333333333336	0.7245293466223699	0.018832209170795977
HER2ST::C	HER2ST_C1_CONTROLLED	forward	mlp64_32	0.0	0.018048304593155092	0.05811316774771924	0.0802220112851342	0.054286800818806706	67.66666666666667	0.6859674102199019	-0.02997705526649952
HER2ST::C	HER2ST_C1_CONTROLLED	forward	mlp64_32	0.5	0.018522913041185463	0.047816801139060276	0.07776986763697727	0.0503156496477249	60.583333333333336	0.6615118915783368	-0.018022561601052683
