dataset	pair_id	pair_type	independent_unit_id	cohort_role	direction	pair_file_id	method	epsilon	tau	arm	intervention	h_large	h_small	relative_l1_n_estimable	relative_l1_median	relative_l1_q90	relative_l1_mean	relative_l1_maximum
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	uot	0.25	2.0	N	I_SPATIAL	0.005	0.0025	255	0.0012716685428315116	0.0015341956237097886	0.0012599321738303076	0.0017235345890112455
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	uot	0.25	2.0	N	I_SPATIAL	0.0025	0.00125	255	0.0006350830867332579	0.000765723674792538	0.0006289551274240285	0.0008604043255900426
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	uot	0.25	2.0	N	I_SPATIAL	0.00125	0.000625	255	0.0003173536667752778	0.00038251879979178113	0.00031422535595816286	0.0004298618729599765
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	row_softmax	0.25		R	I_EXPR	0.02	0.01	255	0.0007169674648753896	0.0008857713096020893	0.0007408250268905809	0.0026143482582261057
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	row_softmax	0.25		R	I_EXPR	0.01	0.005	255	0.00035836011411326463	0.00044307192089260833	0.00037042067891715437	0.0013089623114378973
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	row_softmax	0.25		R	I_EXPR	0.005	0.0025	255	0.0001791491102416848	0.00022158205733068182	0.00018521243011813366	0.0006549275580148195
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	row_softmax	0.25		R	I_EXPR	0.0025	0.00125	255	8.956681209877016e-05	0.0001108024499099977	9.260673965179635e-05	0.00032757529517982127
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	row_softmax	0.25		R	I_EXPR	0.00125	0.000625	255	4.4781470507288015e-05	5.540408475326484e-05	4.6303501978767175e-05	0.0001638155179795164
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	row_softmax	0.25		R	I_SPATIAL	0.02	0.01	255	0.0058282177750735385	0.006775083071752468	0.005643768953435913	0.007249958388058541
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	row_softmax	0.25		R	I_SPATIAL	0.01	0.005	255	0.0029015215151040603	0.0033641037510462332	0.0028063559603388414	0.0035982104708498627
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	row_softmax	0.25		R	I_SPATIAL	0.005	0.0025	255	0.0014463358327882622	0.001676312757899069	0.001399323639577566	0.0017924811551988929
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	row_softmax	0.25		R	I_SPATIAL	0.0025	0.00125	255	0.0007219174983305927	0.0008367565440713798	0.0006987016838156062	0.0008945764352372441
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	row_softmax	0.25		R	I_SPATIAL	0.00125	0.000625	255	0.0003606467349085531	0.0004180288314319723	0.00034911122068493515	0.00044687294673816206
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	row_softmax	0.25		N	I_EXPR	0.02	0.01	255	0.005612019358560117	0.006735768658495062	0.0055757784437224555	0.007011563544440002
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	row_softmax	0.25		N	I_EXPR	0.01	0.005	255	0.0028200503142575936	0.003397092784752227	0.002803175272907809	0.003532682243070104
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	row_softmax	0.25		N	I_EXPR	0.005	0.0025	255	0.0014131591589576105	0.0017039168690389853	0.0014054425593101089	0.0017731484306864876
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	row_softmax	0.25		N	I_EXPR	0.0025	0.00125	255	0.000707426855265958	0.0008534671455519186	0.0007036890405583358	0.0008882819541035251
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	row_softmax	0.25		N	I_EXPR	0.00125	0.000625	255	0.00035392530096844873	0.00042711130788000717	0.0003520869783283073	0.0004445686535162409
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	row_softmax	0.25		N	I_SPATIAL	0.02	0.01	255	0.005739310409519887	0.006932142399042238	0.005700126430040659	0.007230635706307381
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	row_softmax	0.25		N	I_SPATIAL	0.01	0.005	255	0.0028484531010450264	0.003444097079507133	0.002834273846024851	0.003587519548860438
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	row_softmax	0.25		N	I_SPATIAL	0.005	0.0025	255	0.0014199644558190087	0.0017160222675835027	0.001413217415816421	0.0017868577133185093
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	row_softmax	0.25		N	I_SPATIAL	0.0025	0.00125	255	0.0007091194188545454	0.0008564934941448241	0.0007056327569313236	0.0008917092730200069
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	forward	HER2ST_D1_CONTROLLED	row_softmax	0.25		N	I_SPATIAL	0.00125	0.000625	255	0.0003543491546415139	0.00042786789538789855	0.00035257289163092556	0.00044542548095725655
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	balanced_ot	0.25		R	I_EXPR	0.02	0.01	204	0.0005498418601668815	0.0011910987217355977	0.0006655301798837362	0.0031340497232149535
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	balanced_ot	0.25		R	I_EXPR	0.01	0.005	204	0.00027517217199406793	0.0005962556426142558	0.0003330808909807454	0.0015661465843336312
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	balanced_ot	0.25		R	I_EXPR	0.005	0.0025	204	0.00013764884183248326	0.00029830445392409953	0.0001666193849655295	0.0007828486381035332
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	balanced_ot	0.25		R	I_EXPR	0.0025	0.00125	204	6.884010834501726e-05	0.00014919638786867832	8.332942961522014e-05	0.0003913675205394317
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	balanced_ot	0.25		R	I_EXPR	0.00125	0.000625	204	3.442397978154102e-05	7.460924716510031e-05	4.1669649400413385e-05	0.00019566947400748426
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	balanced_ot	0.25		R	I_SPATIAL	0.02	0.01	204	0.005968310130967625	0.007302788088723146	0.005874071197954713	0.00832353861536968
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	balanced_ot	0.25		R	I_SPATIAL	0.01	0.005	204	0.0029683498798750915	0.003620103625500925	0.0029192673448062956	0.004129703529742668
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	balanced_ot	0.25		R	I_SPATIAL	0.005	0.0025	204	0.0014788335535823457	0.001802452628686212	0.0014552306036965212	0.0020568834301631835
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	balanced_ot	0.25		R	I_SPATIAL	0.0025	0.00125	204	0.0007380877209625472	0.0008994925679730708	0.0007265191541989583	0.0010264556766553334
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	balanced_ot	0.25		R	I_SPATIAL	0.00125	0.000625	204	0.00036871237787572495	0.0004493662532066664	0.0003629860839459653	0.0005127320850789854
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	balanced_ot	0.25		N	I_EXPR	0.02	0.01	204	0.0058131818606975685	0.0071117591481786625	0.005739313906333236	0.008179601732023286
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	balanced_ot	0.25		N	I_EXPR	0.01	0.005	204	0.0029241718058358127	0.0035870863426270346	0.002886910261185076	0.004121143599869746
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	balanced_ot	0.25		N	I_EXPR	0.005	0.0025	204	0.0014662286573195247	0.0018014955810521415	0.0014478106719827244	0.0020685681162600326
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	balanced_ot	0.25		N	I_EXPR	0.0025	0.00125	204	0.0007339818457824715	0.0009027457270117592	0.0007249983218636155	0.0010362896440878455
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	balanced_ot	0.25		N	I_EXPR	0.00125	0.000625	204	0.00036720791432491416	0.0004518740110368204	0.0003627728815709554	0.0005186470307075365
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	balanced_ot	0.25		N	I_SPATIAL	0.02	0.01	204	0.005943102956511546	0.007352756596741793	0.005879793687753218	0.008436272938276075
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	balanced_ot	0.25		N	I_SPATIAL	0.01	0.005	204	0.0029553408106389968	0.0036484078074759713	0.002922036877617183	0.004185529738209963
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	balanced_ot	0.25		N	I_SPATIAL	0.005	0.0025	204	0.001473224132250337	0.0018176327350372698	0.0014565905107606966	0.0020846647396362407
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	balanced_ot	0.25		N	I_SPATIAL	0.0025	0.00125	204	0.0007357186566170705	0.0009067795263269483	0.0007271930804572497	0.0010403138061071415
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	balanced_ot	0.25		N	I_SPATIAL	0.00125	0.000625	204	0.00036764211803754084	0.00045288180995683693	0.0003633215658982631	0.0005196530709900901
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	R	I_EXPR	0.02	0.01	204	0.0005761170162623725	0.0006453106895227324	0.0005873416672901248	0.0009956817089827991
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	R	I_EXPR	0.01	0.005	204	0.00028797199769757363	0.0003225482488876976	0.00029357856787398933	0.0004975427542938509
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	R	I_EXPR	0.005	0.0025	204	0.00014396437947969615	0.00016124736080223696	0.00014676620394764322	0.0002486956937862208
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	R	I_EXPR	0.0025	0.00125	204	7.197678747264795e-05	8.061698966117906e-05	7.337733020460834e-05	0.00012432878080162173
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	R	I_EXPR	0.00125	0.000625	204	3.598704330286875e-05	4.03068239090549e-05	3.668722207628738e-05	6.21596051500001e-05
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	R	I_SPATIAL	0.02	0.01	204	0.006115995609076298	0.00764266062012301	0.006126686243810246	0.008156805772294901
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	R	I_SPATIAL	0.01	0.005	204	0.003038408447881795	0.003785821770449969	0.0030448313743536423	0.004046621419325515
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	R	I_SPATIAL	0.005	0.0025	204	0.0015143285179899388	0.0018860861537980207	0.0015178260799034188	0.0020154171667612015
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	R	I_SPATIAL	0.0025	0.00125	204	0.0007559561989724818	0.000941377292045534	0.0007577703019898353	0.001005741668055013
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	R	I_SPATIAL	0.00125	0.000625	204	0.00037767675025644656	0.00047027302482722415	0.0003786000824004826	0.000502379913445024
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	N	I_EXPR	0.02	0.01	204	0.004899006437029405	0.006060186236820187	0.004952734489619674	0.006760505123235734
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	N	I_EXPR	0.01	0.005	204	0.002464442402835977	0.003053893510551781	0.0024921337256946243	0.003413979835778285
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	N	I_EXPR	0.005	0.0025	204	0.0012359749618211149	0.0015332476059406596	0.001250038884280803	0.0017155199061065641
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	N	I_EXPR	0.0025	0.00125	204	0.0006189282857380288	0.0007682044053665704	0.0006260164223913639	0.0008599157320372216
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	N	I_EXPR	0.00125	0.000625	204	0.0003096996392426473	0.0003844991736111665	0.0003132579902519718	0.0004304981100794625
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	N	I_SPATIAL	0.02	0.01	204	0.00504453543602113	0.006269254060835393	0.005080988010816626	0.007037058856568674
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	N	I_SPATIAL	0.01	0.005	204	0.0025012702818251295	0.003105902491409473	0.0025241866518379463	0.003483196157126227
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	N	I_SPATIAL	0.005	0.0025	204	0.001245139729182213	0.0015459607217942193	0.0012580513244241903	0.001732849485745382
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	N	I_SPATIAL	0.0025	0.00125	204	0.0006212079224215623	0.0007713850974805146	0.0006280195128763883	0.0008642481040488296
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	uot	0.25	2.0	N	I_SPATIAL	0.00125	0.000625	204	0.0003102643733622672	0.000385294345968264	0.0003137587501183993	0.0004315812007003125
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		R	I_EXPR	0.02	0.01	204	0.0006830196699454409	0.0009338393366075126	0.0007349680912830212	0.002356684144163236
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		R	I_EXPR	0.01	0.005	204	0.0003416323225492133	0.0004673146392365206	0.00036755745799495865	0.0011800249988045176
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		R	I_EXPR	0.005	0.0025	204	0.00017084682339998328	0.00023375622306500134	0.0001837971607830778	0.0005904334062735502
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		R	I_EXPR	0.0025	0.00125	204	8.543108118488769e-05	0.00011690285522496265	9.190319980852813e-05	0.0002953219549339483
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		R	I_EXPR	0.00125	0.000625	204	4.271745553882246e-05	5.8457620415370675e-05	4.595275565111805e-05	0.00014768729395598612
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		R	I_SPATIAL	0.02	0.01	204	0.0057935552671121255	0.007176695098821924	0.005788027459191445	0.007544235740532886
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		R	I_SPATIAL	0.01	0.005	204	0.0028784857462591717	0.003566604669995164	0.0028774117016678482	0.003740083354197045
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		R	I_SPATIAL	0.005	0.0025	204	0.0014346993777181612	0.0017770799354368545	0.00143458674276183	0.0018621845491734988
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		R	I_SPATIAL	0.0025	0.00125	204	0.0007162632020718213	0.0008869845309758507	0.0007162675988044789	0.0009291406785760925
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		R	I_SPATIAL	0.00125	0.000625	204	0.0003578940695139345	0.00044310391807726973	0.00035787799605922315	0.00046408346482341805
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		N	I_EXPR	0.02	0.01	204	0.005738481167978723	0.006980144681016192	0.005734439985088422	0.00765158285626193
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		N	I_EXPR	0.01	0.005	204	0.002884753516915203	0.0035150809818624658	0.002883769093122468	0.00385955665114891
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		N	I_EXPR	0.005	0.0025	204	0.0014463667139991935	0.0017638358130648245	0.0014460556990298268	0.0019382994539682604
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		N	I_EXPR	0.0025	0.00125	204	0.0007241846938716438	0.0008834971541479372	0.0007240750032019759	0.0009712900588148601
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		N	I_EXPR	0.00125	0.000625	204	0.00036234295477383235	0.0004421440678178245	0.0003622998584312681	0.0004861813722454622
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		N	I_SPATIAL	0.02	0.01	204	0.0058679837628453566	0.007182991921856113	0.005869046397176639	0.007926865413170357
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		N	I_SPATIAL	0.01	0.005	204	0.002918204944906598	0.0035657912319533806	0.0029174213105251662	0.003928372091066717
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		N	I_SPATIAL	0.005	0.0025	204	0.0014544491777016156	0.0017765132778784513	0.0014544700001705509	0.0019555029887872184
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		N	I_SPATIAL	0.0025	0.00125	204	0.0007261917410278083	0.00088666651434465	0.0007261786500636095	0.0009755909217041964
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED	within_section_controlled_combined	HER2ST::D	manual_truth_controlled	reverse	HER2ST_D1_CONTROLLED__reverse	row_softmax	0.25		N	I_SPATIAL	0.00125	0.000625	204	0.00036284471702927143	0.00044293640681848103	0.00036282576659033976	0.000487256587509652
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	within_section_controlled_combined	HER2ST::E	manual_truth_controlled	forward	HER2ST_E1_CONTROLLED	balanced_ot	0.25		R	I_EXPR	0.02	0.01	534	0.0005626732724812625	0.0009325663315407496	0.0006008897547978536	0.0017781773546593168
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	within_section_controlled_combined	HER2ST::E	manual_truth_controlled	forward	HER2ST_E1_CONTROLLED	balanced_ot	0.25		R	I_EXPR	0.01	0.005	534	0.00028167072296181566	0.0004671753035634332	0.00030089720854815526	0.0008912265785999524
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	within_section_controlled_combined	HER2ST::E	manual_truth_controlled	forward	HER2ST_E1_CONTROLLED	balanced_ot	0.25		R	I_EXPR	0.005	0.0025	534	0.0001409190282656941	0.0002338111005453922	0.0001505619378444015	0.0004461486815277055
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	within_section_controlled_combined	HER2ST::E	manual_truth_controlled	forward	HER2ST_E1_CONTROLLED	balanced_ot	0.25		R	I_EXPR	0.0025	0.00125	534	7.048047232120728e-05	0.00011696148400994205	7.530933727663153e-05	0.00022320831362365588
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	within_section_controlled_combined	HER2ST::E	manual_truth_controlled	forward	HER2ST_E1_CONTROLLED	balanced_ot	0.25		R	I_EXPR	0.00125	0.000625	534	3.524546462740409e-05	5.849474371615475e-05	3.7661758128134995e-05	0.0001116376143379117
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	within_section_controlled_combined	HER2ST::E	manual_truth_controlled	forward	HER2ST_E1_CONTROLLED	balanced_ot	0.25		R	I_SPATIAL	0.02	0.01	534	0.00587177177827897	0.0069972537107498385	0.005867756328308271	0.007632745697789722
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	within_section_controlled_combined	HER2ST::E	manual_truth_controlled	forward	HER2ST_E1_CONTROLLED	balanced_ot	0.25		R	I_SPATIAL	0.01	0.005	534	0.002920558679971979	0.003475070790273202	0.002917002619836329	0.003793139352615184
