cohort_role,method,epsilon,tau,grid_role,arm,intervention,score,claim_status,gate_family,independent_units,median_spearman,median_top_decile_overlap,median_nmae,unit_gate_pass_fraction,spearman_gate_pass,overlap_gate_pass,nmae_gate_pass,gate_pass,witness,median_nex_aurc,median_relative_fixed_qc_gain,positive_unit_fraction,positive_technology_count,leave_one_unit_out_fixed_qc_low,negative_control_pass_fraction,leakage_control_pass_fraction,confound_direction_pass_fraction,sensitivity_external_gate,sensitivity_external_gate_with_controls,registered_gate_status,confirmatory
legacy_replication,uot,0.1,2.0,epsilon_scan,R,I_SPATIAL,registered_finite_difference_fixed_score,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,-0.2030707818092363,0.0966666666666666,4.633406722762471,0.0,False,False,False,False,,,,,,,,,,,,,
legacy_replication,uot,0.1,5.0,interaction_corner,N,I_EXPR,matched_finite_difference,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.8409187950750201,0.6,3.188420542052912,0.0,True,True,False,False,,,,,,,,,,,,,
legacy_replication,uot,0.1,5.0,interaction_corner,N,I_EXPR,registered_finite_difference_fixed_score,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.5835737384772172,0.6433333333333333,4.046489083532483,0.0,False,True,False,False,,,,,,,,,,,,,
legacy_replication,uot,0.1,5.0,interaction_corner,N,I_SPATIAL,matched_finite_difference,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.0653662992739107,0.1699999999999999,3.633531771641883,0.0,False,False,False,False,,,,,,,,,,,,,
legacy_replication,uot,0.1,5.0,interaction_corner,N,I_SPATIAL,registered_finite_difference_fixed_score,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,-0.0903862961716872,0.0966666666666666,4.028928538775918,0.0,False,False,False,False,,,,,,,,,,,,,
legacy_replication,uot,0.1,5.0,interaction_corner,R,I_EXPR,matched_finite_difference,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.9767618883386172,0.8133333333333334,0.3832975473055225,1.0,True,True,True,True,,,,,,,,,,,,,
legacy_replication,uot,0.1,5.0,interaction_corner,R,I_EXPR,registered_finite_difference_fixed_score,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.9767618883386172,0.8133333333333334,0.3832975473055225,1.0,True,True,True,True,,,,,,,,,,,,,
legacy_replication,uot,0.1,5.0,interaction_corner,R,I_SPATIAL,matched_finite_difference,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,-0.2087397958843537,0.09,4.665209435185243,0.0,False,False,False,False,,,,,,,,,,,,,
legacy_replication,uot,0.1,5.0,interaction_corner,R,I_SPATIAL,registered_finite_difference_fixed_score,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,-0.2087397958843537,0.09,4.665209435185243,0.0,False,False,False,False,,,,,,,,,,,,,
legacy_replication,uot,0.25,1.0,tau_scan,N,I_EXPR,matched_finite_difference,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.788469609097604,0.6466666666666667,4.647512071854781,0.0,True,True,False,False,,,,,,,,,,,,,
legacy_replication,uot,0.25,1.0,tau_scan,N,I_EXPR,registered_finite_difference_fixed_score,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.4457258105448047,0.5466666666666666,7.158232779629433,0.0,False,False,False,False,,,,,,,,,,,,,
legacy_replication,uot,0.25,1.0,tau_scan,N,I_SPATIAL,matched_finite_difference,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.5599748213221428,0.3533333333333333,2.209795118590727,0.0,False,False,False,False,,,,,,,,,,,,,
legacy_replication,uot,0.25,1.0,tau_scan,N,I_SPATIAL,registered_finite_difference_fixed_score,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.4893817872807944,0.3866666666666666,2.6783242436018617,0.0,False,False,False,False,,,,,,,,,,,,,
legacy_replication,uot,0.25,1.0,tau_scan,R,I_EXPR,matched_finite_difference,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.9957326985478662,0.9466666666666668,0.124140857249575,1.0,True,True,True,True,,,,,,,,,,,,,
legacy_replication,uot,0.25,1.0,tau_scan,R,I_EXPR,registered_finite_difference_fixed_score,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.9957326985478662,0.9466666666666668,0.124140857249575,1.0,True,True,True,True,,,,,,,,,,,,,
legacy_replication,uot,0.25,1.0,tau_scan,R,I_SPATIAL,matched_finite_difference,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.4865632455836647,0.4366666666666666,2.386084216943947,0.0,False,False,False,False,,,,,,,,,,,,,
legacy_replication,uot,0.25,1.0,tau_scan,R,I_SPATIAL,registered_finite_difference_fixed_score,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.4865632455836647,0.4366666666666666,2.386084216943947,0.0,False,False,False,False,,,,,,,,,,,,,
legacy_replication,uot,0.25,2.0,baseline,N,I_EXPR,matched_finite_difference,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.7551805560802473,0.6033333333333333,5.463749578436869,0.0,True,True,False,False,,,,,,,,,,,,,
legacy_replication,uot,0.25,2.0,baseline,N,I_EXPR,registered_finite_difference_fixed_score,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.2096461518427342,0.3266666666666666,9.20326461021414,0.0,False,False,False,False,,,,,,,,,,,,,
legacy_replication,uot,0.25,2.0,baseline,N,I_SPATIAL,matched_finite_difference,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.4668397345954377,0.3466666666666667,2.2607177388416657,0.0,False,False,False,False,,,,,,,,,,,,,
legacy_replication,uot,0.25,2.0,baseline,N,I_SPATIAL,registered_finite_difference_fixed_score,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.4558290790351462,0.35,2.507142176902703,0.0,False,False,False,False,,,,,,,,,,,,,
legacy_replication,uot,0.25,2.0,baseline,R,I_EXPR,matched_finite_difference,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.9971034333793038,0.93,0.1350835375066648,1.0,True,True,True,True,,,,,,,,,,,,,
legacy_replication,uot,0.25,2.0,baseline,R,I_EXPR,registered_finite_difference_fixed_score,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.9971034333793038,0.93,0.1350835375066648,1.0,True,True,True,True,,,,,,,,,,,,,
legacy_replication,uot,0.25,2.0,baseline,R,I_SPATIAL,matched_finite_difference,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.4447507398892177,0.41,2.3576033902484923,0.0,False,False,False,False,,,,,,,,,,,,,
legacy_replication,uot,0.25,2.0,baseline,R,I_SPATIAL,registered_finite_difference_fixed_score,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.4447507398892177,0.41,2.3576033902484923,0.0,False,False,False,False,,,,,,,,,,,,,
legacy_replication,uot,0.25,5.0,tau_scan,N,I_EXPR,matched_finite_difference,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.7437929083524039,0.54,5.107971932770463,0.0,True,False,False,False,,,,,,,,,,,,,
legacy_replication,uot,0.25,5.0,tau_scan,N,I_EXPR,registered_finite_difference_fixed_score,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.1077955554646913,0.29,8.792900962256411,0.0,False,False,False,False,,,,,,,,,,,,,
legacy_replication,uot,0.25,5.0,tau_scan,N,I_SPATIAL,matched_finite_difference,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.3872094272041899,0.31,2.28649369167096,0.0,False,False,False,False,,,,,,,,,,,,,
legacy_replication,uot,0.25,5.0,tau_scan,N,I_SPATIAL,registered_finite_difference_fixed_score,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.4276418078408035,0.36,2.403392022475773,0.0,False,False,False,False,,,,,,,,,,,,,
legacy_replication,uot,0.25,5.0,tau_scan,R,I_EXPR,matched_finite_difference,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.9973531970458652,0.92,0.1407607982647427,1.0,True,True,True,True,,,,,,,,,,,,,
legacy_replication,uot,0.25,5.0,tau_scan,R,I_EXPR,registered_finite_difference_fixed_score,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.9973531970458652,0.92,0.1407607982647427,1.0,True,True,True,True,,,,,,,,,,,,,
legacy_replication,uot,0.25,5.0,tau_scan,R,I_SPATIAL,matched_finite_difference,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.4118198719199431,0.3933333333333333,2.343608790175248,0.0,False,False,False,False,,,,,,,,,,,,,
legacy_replication,uot,0.25,5.0,tau_scan,R,I_SPATIAL,registered_finite_difference_fixed_score,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.4118198719199431,0.3933333333333333,2.343608790175248,0.0,False,False,False,False,,,,,,,,,,,,,
legacy_replication,uot,0.5,1.0,interaction_corner,N,I_EXPR,matched_finite_difference,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.9443786063904918,0.7466666666666667,2.4951052924303125,0.0,True,True,False,False,,,,,,,,,,,,,
legacy_replication,uot,0.5,1.0,interaction_corner,N,I_EXPR,registered_finite_difference_fixed_score,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.1142290001017778,0.3866666666666666,4.930519045787403,0.0,False,False,False,False,,,,,,,,,,,,,
legacy_replication,uot,0.5,1.0,interaction_corner,N,I_SPATIAL,matched_finite_difference,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.9343448383754838,0.5433333333333333,1.0634761777589337,0.0,True,False,False,False,,,,,,,,,,,,,
legacy_replication,uot,0.5,1.0,interaction_corner,N,I_SPATIAL,registered_finite_difference_fixed_score,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.9566495949553756,0.54,1.379843874689988,0.0,True,False,False,False,,,,,,,,,,,,,
legacy_replication,uot,0.5,1.0,interaction_corner,R,I_EXPR,matched_finite_difference,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.9994547268687676,0.9866666666666668,0.0376888463168948,1.0,True,True,True,True,,,,,,,,,,,,,
legacy_replication,uot,0.5,1.0,interaction_corner,R,I_EXPR,registered_finite_difference_fixed_score,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.9994547268687676,0.9866666666666668,0.0376888463168948,1.0,True,True,True,True,,,,,,,,,,,,,
legacy_replication,uot,0.5,1.0,interaction_corner,R,I_SPATIAL,matched_finite_difference,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.966291771685232,0.6666666666666667,1.1338395591950057,0.0,True,True,False,False,,,,,,,,,,,,,
legacy_replication,uot,0.5,1.0,interaction_corner,R,I_SPATIAL,registered_finite_difference_fixed_score,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.966291771685232,0.6666666666666667,1.1338395591950057,0.0,True,True,False,False,,,,,,,,,,,,,
legacy_replication,uot,0.5,2.0,epsilon_scan,N,I_EXPR,matched_finite_difference,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.9637574292255242,0.7666666666666666,2.611004928237992,0.0,True,True,False,False,,,,,,,,,,,,,
legacy_replication,uot,0.5,2.0,epsilon_scan,N,I_EXPR,registered_finite_difference_fixed_score,post-review sensitivity analysis; amended sample expansion,internal_fidelity,3,0.0219939368861941,0.2066666666666666,6.351908396852996,0.0,False,False,False,False,,,,,,,,,,,,,
