dataset,pair_type,biological_pair_id,direction,pair_id,independent_unit_id,method,epsilon,tau,grid_role,arm,stage,intervention,solver_iterations,converged,runtime_seconds,peak_memory_mb,memory_measurement,solver_last_error,row_mass_l1,col_mass_l1
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br2720_ANT_MID,forward,SDLPFC_Br2720_ANT_MID,spatialDLPFC::Br2720,uot,0.25,5.0,tau_scan,shared,base,NONE,185,True,9.863323099999889,283.49609375,process_rss_after_solve,8.568894038774033e-09,0.31484044858856697,0.31484044858856697
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br2720_ANT_MID,forward,SDLPFC_Br2720_ANT_MID,spatialDLPFC::Br2720,uot,0.25,5.0,tau_scan,R,full_endpoint,I_EXPR,190,True,10.40363060000027,352.16796875,process_rss_after_solve,6.177291567155407e-09,0.38016219933401607,0.38016219933401607
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br2720_ANT_MID,forward,SDLPFC_Br2720_ANT_MID,spatialDLPFC::Br2720,uot,0.25,5.0,tau_scan,R,matched_fd,I_EXPR,185,True,9.377851300000202,352.16796875,process_rss_after_solve,8.583604049761107e-09,0.31547606139424744,0.31547606139424744
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br2720_ANT_MID,forward,SDLPFC_Br2720_ANT_MID,spatialDLPFC::Br2720,uot,0.25,5.0,tau_scan,R,full_endpoint,I_SPATIAL,185,True,9.485340000000178,369.3359375,process_rss_after_solve,9.615720664157834e-09,0.36121841868800453,0.3612184186880046
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br2720_ANT_MID,forward,SDLPFC_Br2720_ANT_MID,spatialDLPFC::Br2720,uot,0.25,5.0,tau_scan,R,matched_fd,I_SPATIAL,185,True,10.261726799999906,369.3359375,process_rss_after_solve,8.574804866157137e-09,0.3150932751657791,0.3150932751657791
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br2720_ANT_MID,forward,SDLPFC_Br2720_ANT_MID,spatialDLPFC::Br2720,uot,0.25,5.0,tau_scan,N,full_endpoint,I_EXPR,185,True,10.24651010000025,386.50390625,process_rss_after_solve,9.633544628684376e-09,0.3608020182561979,0.36080201825619795
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br2720_ANT_MID,forward,SDLPFC_Br2720_ANT_MID,spatialDLPFC::Br2720,uot,0.25,5.0,tau_scan,N,matched_fd,I_EXPR,185,True,9.85280849999981,386.50390625,process_rss_after_solve,8.577740295834246e-09,0.31522515890845837,0.31522515890845837
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br2720_ANT_MID,forward,SDLPFC_Br2720_ANT_MID,spatialDLPFC::Br2720,uot,0.25,5.0,tau_scan,N,full_endpoint,I_SPATIAL,185,True,9.888611899999887,403.671875,process_rss_after_solve,8.18087464438122e-09,0.297410773346667,0.297410773346667
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br2720_ANT_MID,forward,SDLPFC_Br2720_ANT_MID,spatialDLPFC::Br2720,uot,0.25,5.0,tau_scan,N,matched_fd,I_SPATIAL,185,True,9.955880900000011,403.671875,process_rss_after_solve,8.560100184240582e-09,0.3144579050844629,0.31445790508446286
spatialDLPFC,within_donor_adjacent_position,SDLPFC_Br2720_ANT_MID,forward,SDLPFC_Br2720_ANT_MID,spatialDLPFC::Br2720,uot,0.1,1.0,interaction_corner,shared,base,NONE,100,True,4.988504599999942,284.359375,process_rss_after_solve,4.4464032455948654e-09,0.4284573584474963,0.4284573584474962
