independent_unit_id	method	strategy	coverage	training_positive_precision	top1	top5	top10	mean_reciprocal_rank	median_true_rank	region_label_accuracy	true_pair_cosine
HER2ST::B	uot	max_probability_gate	0.8	0.682737778527389	0.0	0.026870787137981595	0.057758372256145635	0.027087606745630037	113.75	0.30795688724931675	0.7818321447994466
HER2ST::C	uot	max_probability_gate	0.8	0.6887844407916673	0.004166666666666667	0.035378100423472475	0.07156447152363668	0.03577955057468664	72.3	0.7309656084656084	0.8488112952854348
HER2ST::D	uot	max_probability_gate	0.8	0.7439595377348984	0.0023809523809523807	0.02241654171296246	0.046174837714289825	0.02500181936191958	115.5	0.4325163886540382	0.8383978810155329
HER2ST::E	uot	max_probability_gate	0.8	0.9111253524129244	0.0024585218702865763	0.015598664091806146	0.041391954396610364	0.02101790895893147	195.45	0.5301905000900631	0.7750630765799349
HER2ST::F	uot	max_probability_gate	0.8	0.9168452170844399	0.002949787484174353	0.020385978658357687	0.036692785214997345	0.020920521777910147	209.15	0.9159579195249362	0.8069202579304474
HER2ST::G	uot	max_probability_gate	0.8	0.7222378092446682	0.003203661327231121	0.02009276599946968	0.042883116837327526	0.023767848039757407	150.6	0.34103445481326033	0.7936821691820168
HER2ST::H	uot	max_probability_gate	0.8	0.9038102381368334	0.004486747268077192	0.02001587082362871	0.03897073530492115	0.02296416586784216	179.4	0.1721053218072781	0.7771226340583073
HER2ST::A	uot	oracle_truth	0.8	1.0	0.006049228201919065	0.02247428068680928	0.039069782135251904	0.025961213970865885	131.6	0.870542013331387	0.8341473718087871
HER2ST::B	uot	oracle_truth	0.8	1.0	0.004508611955420466	0.019600150797577813	0.05092417890537633	0.028101097721934098	114.15	0.28546271475514423	0.7849976365809404
HER2ST::C	uot	oracle_truth	0.8	1.0	0.004166666666666667	0.019281609195402297	0.07766096275170684	0.032804172055391295	70.3	0.7446693121693122	0.8506163992220603
HER2ST::D	uot	oracle_truth	0.8	1.0	0.0023809523809523807	0.027161559745849564	0.03941910910705747	0.02582395531344398	114.45	0.3897639282346972	0.8395449919366014
HER2ST::E	uot	oracle_truth	0.8	1.0	0.0024585218702865763	0.019412766655908714	0.041460494096933004	0.021687938178403365	191.95	0.528203163767146	0.7758728191842794
HER2ST::F	uot	oracle_truth	0.8	1.0	0.002949787484174353	0.022378444954947695	0.03899682613430816	0.021386487680202536	207.20000000000002	0.9233381896536743	0.8079735655671166
HER2ST::G	uot	oracle_truth	0.8	1.0	0.004958047292143402	0.017783916488103006	0.04422132980081847	0.025277696709239884	144.6	0.31116175823003744	0.7973733009500148
HER2ST::H	uot	oracle_truth	0.8	1.0	0.005721315169311759	0.0187578459871725	0.046215932641763845	0.02429911758265993	179.25	0.17565270705756192	0.7793322280428208
HER2ST::A	uot	random_gate	0.8	0.775153965120692	0.006049228201919065	0.0221181264361317	0.03981052287599264	0.0250841780517113	132.76	0.8701716429610167	0.8324427136723374
HER2ST::B	uot	random_gate	0.8	0.6769121051129233	0.0022289766970618034	0.02312254296915356	0.053094957162250586	0.02623723339321076	114.89	0.31627856557099504	0.7828020294930516
HER2ST::C	uot	random_gate	0.8	0.7177671054633821	0.004833333333333334	0.02600090744101633	0.06789780485697	0.03625116429021513	72.06	0.7467433862433862	0.8495833450264134
HER2ST::D	uot	random_gate	0.8	0.7465839156287988	0.0023809523809523807	0.02502709248012427	0.04543076935523889	0.024884640915362084	115.82000000000001	0.42441566428213284	0.8388811050228847
HER2ST::E	uot	random_gate	0.8	0.9079561080177985	0.00266904818607605	0.01906379173830634	0.04367680637731276	0.02130369283081082	196.17999999999998	0.5218347773414924	0.7750457749372552
HER2ST::F	uot	random_gate	0.8	0.9255165826155403	0.0028409539333551564	0.019750474619663404	0.03784937077199412	0.020581274684327407	210.29000000000002	0.9160017889899569	0.8071918318946374
HER2ST::G	uot	random_gate	0.8	0.7459048645097349	0.003481439105008899	0.018096298351633868	0.04206986862304151	0.02406228998985045	151.02	0.30588501792698136	0.7949242947464912
HER2ST::H	uot	random_gate	0.8	0.8933157857462171	0.003164496628691002	0.017872663836431952	0.03981196341469147	0.02108284207118872	183.83	0.16940350947839464	0.7777215162117533
HER2ST::A	uot	top2_margin_gate	0.8	0.8552348688499459	0.006049228201919065	0.02617798439051298	0.0427734858389556	0.026123143815007462	131.55	0.870542013331387	0.8329273277505262
HER2ST::B	uot	top2_margin_gate	0.8	0.7985311531144257	0.0	0.024362055559482572	0.05563071268167755	0.02641414928210506	114.14999999999999	0.30824826254069204	0.7821979026878338
HER2ST::C	uot	top2_margin_gate	0.8	0.79437752120795	0.004166666666666667	0.035378100423472475	0.06739780485697	0.038279684901948774	71.19999999999999	0.7479100529100529	0.8495416525624714
HER2ST::D	uot	top2_margin_gate	0.8	0.8571906793854177	0.0023809523809523807	0.021866844298695086	0.04848228315716531	0.0254481181181402	113.5	0.4101998503570763	0.8386543350161101
HER2ST::E	uot	top2_margin_gate	0.8	0.9843927819693838	0.001282051282051282	0.018035748612223998	0.052460609778991224	0.022081124510454655	192.2	0.5169143740591734	0.7758777983216926
HER2ST::F	uot	top2_margin_gate	0.8	0.9880563240528131	0.002949787484174353	0.022224710102352288	0.04790539700280026	0.022142498188492343	205.70000000000002	0.9163613400710385	0.8079370893796692
HER2ST::G	uot	top2_margin_gate	0.8	0.8749941822289238	0.003203661327231121	0.018663052452487304	0.04050305687201923	0.02462135337970319	147.85000000000002	0.3209298157612529	0.7961710597939202
HER2ST::H	uot	top2_margin_gate	0.8	0.9845836713575566	0.005810829235807923	0.022015933846709634	0.04972394849632702	0.024998265908577975	176.45	0.16407564595341445	0.7783368928966314
