dataset	pair_id	biological_pair_id	independent_unit_id	direction	method	strategy	coverage	training_positive_precision	top1	top5	top10	mean_reciprocal_rank	median_true_rank	region_label_accuracy	true_pair_cosine
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED__reverse	HER2ST_D1_CONTROLLED	HER2ST::D	reverse	row_softmax	all_top1	1.0	0.936342841807476	0.0	0.025882352941176474	0.0349639855942377	0.018381783384876543	134.8	0.4599207594585746	0.8584501680161623
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED__reverse	HER2ST_D1_CONTROLLED	HER2ST::D	reverse	row_softmax	identity_no_training	0.0		0.9129379319295285	0.9759183673469387	0.985	0.938523073718977	1.0	0.9791176470588235	0.4106487991286973
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED__reverse	HER2ST_D1_CONTROLLED	HER2ST::D	reverse	row_softmax	max_probability_gate	0.8	0.9344208760943429	0.0	0.02088235294117647	0.029963985594237696	0.01852390368924829	134.6	0.4599207594585746	0.8568983438262079
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED__reverse	HER2ST_D1_CONTROLLED	HER2ST::D	reverse	row_softmax	oracle_truth	0.8	1.0	0.0	0.01588235294117647	0.025882352941176474	0.01721476568990778	137.2	0.4599207594585746	0.8580130549761169
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED__reverse	HER2ST_D1_CONTROLLED	HER2ST::D	reverse	row_softmax	random_gate	0.8	0.9370961318665427	0.0	0.01988235294117647	0.02833133253301321	0.018283743593097795	136.12	0.4599207594585746	0.8574954792393793
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED__reverse	HER2ST_D1_CONTROLLED	HER2ST::D	reverse	row_softmax	top2_margin_gate	0.8	0.995474374451273	0.0	0.025882352941176474	0.0349639855942377	0.019866024884264682	135.1	0.4599207594585746	0.8569307322430184
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED__reverse	HER2ST_D1_CONTROLLED	HER2ST::D	reverse	uot	all_top1	1.0	0.6852213534702244	0.0	0.02088235294117647	0.030882352941176472	0.01790956428126142	137.3	0.4599207594585746	0.8576381634282922
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED__reverse	HER2ST_D1_CONTROLLED	HER2ST::D	reverse	uot	identity_no_training	0.0		0.9129379319295285	0.9759183673469387	0.985	0.938523073718977	1.0	0.9791176470588235	0.4106487991286973
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED__reverse	HER2ST_D1_CONTROLLED	HER2ST::D	reverse	uot	max_probability_gate	0.8	0.6914835766505578	0.0	0.01588235294117647	0.029963985594237696	0.01765950044614101	138.4	0.4599207594585746	0.8564909761900654
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED__reverse	HER2ST_D1_CONTROLLED	HER2ST::D	reverse	uot	oracle_truth	0.8	1.0	0.0	0.025882352941176474	0.025882352941176474	0.019220786456333152	136.9	0.4599207594585746	0.8577600982300533
