independent_unit_id	pair_id	direction	method	strategy	coverage	macro_f1	balanced_accuracy	accuracy	training_positive_precision
HER2ST::G	HER2ST_G2_CONTROLLED	forward	row_softmax	oracle_truth	0.8	0.19390369282560724	0.26823448448448445	0.3116978719394583	1.0
HER2ST::G	HER2ST_G2_CONTROLLED	forward	row_softmax	random_gate	0.8	0.19119337053358892	0.26646646646646643	0.33142600523845434	0.7360571893973687
HER2ST::G	HER2ST_G2_CONTROLLED	forward	row_softmax	top2_margin_gate	0.8	0.18179789911922162	0.25475225225225223	0.3222516933118488	0.8128666733715512
HER2ST::G	HER2ST_G2_CONTROLLED	forward	uot	max_probability_gate	0.8	0.22119237130556896	0.3078716216216216	0.3670010004131785	0.7318303021177829
HER2ST::G	HER2ST_G2_CONTROLLED	forward	uot	oracle_truth	0.8	0.21636846007573476	0.32328078078078076	0.3459119479661212	1.0
HER2ST::G	HER2ST_G2_CONTROLLED	forward	uot	random_gate	0.8	0.21606936592922213	0.30924299299299296	0.3573050666033868	0.7443251746129024
HER2ST::G	HER2ST_G2_CONTROLLED	forward	uot	top2_margin_gate	0.8	0.2139092480135743	0.31066816816816817	0.37695519355507184	0.8628460980022777
HER2ST::G	HER2ST_G2_CONTROLLED__reverse	reverse	balanced_ot	max_probability_gate	0.8	0.20047005187176412	0.2708402148071098	0.32157319199445333	0.6459150201287003
HER2ST::G	HER2ST_G2_CONTROLLED__reverse	reverse	balanced_ot	oracle_truth	0.8	0.22533118772534355	0.3253930925924837	0.3435154862260299	1.0
HER2ST::G	HER2ST_G2_CONTROLLED__reverse	reverse	balanced_ot	random_gate	0.8	0.2004325037052949	0.27906076602804153	0.33669627914244743	0.693111027597594
HER2ST::G	HER2ST_G2_CONTROLLED__reverse	reverse	balanced_ot	top2_margin_gate	0.8	0.20612547647910473	0.2697107906449611	0.3483254659377385	0.8087603540335752
HER2ST::G	HER2ST_G2_CONTROLLED__reverse	reverse	row_softmax	max_probability_gate	0.8	0.1788538778506892	0.24721136607361874	0.2741335051663086	0.7814737638662507
HER2ST::G	HER2ST_G2_CONTROLLED__reverse	reverse	row_softmax	oracle_truth	0.8	0.19188083650636872	0.26829016666155175	0.3087987281120477	1.0
HER2ST::G	HER2ST_G2_CONTROLLED__reverse	reverse	row_softmax	random_gate	0.8	0.20200276439604695	0.28674137363064306	0.3230758102570814	0.806879400871496
HER2ST::G	HER2ST_G2_CONTROLLED__reverse	reverse	row_softmax	top2_margin_gate	0.8	0.19750287258501337	0.2599941197448808	0.33325419003924583	0.8947025734627003
HER2ST::G	HER2ST_G2_CONTROLLED__reverse	reverse	uot	max_probability_gate	0.8	0.2255236032233237	0.3061699590980413	0.3457314984604789	0.7030886227937813
HER2ST::G	HER2ST_G2_CONTROLLED__reverse	reverse	uot	oracle_truth	0.8	0.22675262269420385	0.3203302696586563	0.3422484573039413	1.0
HER2ST::G	HER2ST_G2_CONTROLLED__reverse	reverse	uot	random_gate	0.8	0.21603792653733572	0.2931087893721075	0.3517574320614638	0.7401249904421116
