method,epsilon,tau,grid_role,arm,intervention,score,claim_status,gate_family,independent_units,median_spearman,median_top_decile_overlap,median_nmae,unit_gate_pass_fraction,spearman_gate_pass,overlap_gate_pass,nmae_gate_pass,gate_pass,witness,median_nex_aurc,median_relative_fixed_qc_gain,positive_unit_fraction,positive_technology_count,leave_one_unit_out_fixed_qc_low,negative_control_pass_fraction,leakage_control_pass_fraction,confound_direction_pass_fraction,sensitivity_external_gate,sensitivity_external_gate_with_controls,registered_gate_status,confirmatory
uot,0.25,2.0,baseline,N,I_EXPR,matched_finite_difference,post-review sensitivity analysis; amended sample expansion,internal_fidelity,21,0.8105467743569903,0.6033333333333333,5.1286091222595225,0.0,True,True,False,False,,,,,,,,,,,,,
uot,0.25,2.0,baseline,N,I_EXPR,registered_finite_difference_fixed_score,post-review sensitivity analysis; amended sample expansion,internal_fidelity,21,0.37415607740270107,0.32666666666666666,9.868757758665355,0.0,False,False,False,False,,,,,,,,,,,,,
uot,0.25,2.0,baseline,N,I_SPATIAL,matched_finite_difference,post-review sensitivity analysis; amended sample expansion,internal_fidelity,21,0.4668397345954377,0.35333333333333333,2.2607177388416657,0.0,False,False,False,False,,,,,,,,,,,,,
uot,0.25,2.0,baseline,N,I_SPATIAL,registered_finite_difference_fixed_score,post-review sensitivity analysis; amended sample expansion,internal_fidelity,21,0.45582907903514625,0.38,2.507142176902703,0.0,False,False,False,False,,,,,,,,,,,,,
uot,0.25,2.0,baseline,R,I_EXPR,matched_finite_difference,post-review sensitivity analysis; amended sample expansion,internal_fidelity,21,0.997682729636769,0.9634146341463414,0.17262540386038733,1.0,True,True,True,True,,,,,,,,,,,,,
uot,0.25,2.0,baseline,R,I_EXPR,registered_finite_difference_fixed_score,post-review sensitivity analysis; amended sample expansion,internal_fidelity,21,0.997682729636769,0.9634146341463414,0.17262540386038733,1.0,True,True,True,True,,,,,,,,,,,,,
uot,0.25,2.0,baseline,R,I_SPATIAL,matched_finite_difference,post-review sensitivity analysis; amended sample expansion,internal_fidelity,21,0.44475073988921776,0.3895048041389505,2.36776900540554,0.0,False,False,False,False,,,,,,,,,,,,,
uot,0.25,2.0,baseline,R,I_SPATIAL,registered_finite_difference_fixed_score,post-review sensitivity analysis; amended sample expansion,internal_fidelity,21,0.44475073988921776,0.3895048041389505,2.36776900540554,0.0,False,False,False,False,,,,,,,,,,,,,
uot,0.25,5.0,tau_scan,N,I_EXPR,matched_finite_difference,post-review sensitivity analysis; amended sample expansion,internal_fidelity,21,0.7545870518164675,0.5741758241758241,5.52775185876877,0.0,True,False,False,False,,,,,,,,,,,,,
uot,0.25,5.0,tau_scan,N,I_EXPR,registered_finite_difference_fixed_score,post-review sensitivity analysis; amended sample expansion,internal_fidelity,21,0.24278572568254478,0.29,11.164968745140488,0.0,False,False,False,False,,,,,,,,,,,,,
uot,0.25,5.0,tau_scan,N,I_SPATIAL,matched_finite_difference,post-review sensitivity analysis; amended sample expansion,internal_fidelity,21,0.38720942720418994,0.31,2.293232728513232,0.0,False,False,False,False,,,,,,,,,,,,,
uot,0.25,5.0,tau_scan,N,I_SPATIAL,registered_finite_difference_fixed_score,post-review sensitivity analysis; amended sample expansion,internal_fidelity,21,0.4276418078408035,0.35291943828529193,2.3833147973265967,0.0,False,False,False,False,,,,,,,,,,,,,
uot,0.25,5.0,tau_scan,R,I_EXPR,matched_finite_difference,post-review sensitivity analysis; amended sample expansion,internal_fidelity,21,0.9976610673345594,0.9615384615384616,0.17239647992382198,1.0,True,True,True,True,,,,,,,,,,,,,
uot,0.25,5.0,tau_scan,R,I_EXPR,registered_finite_difference_fixed_score,post-review sensitivity analysis; amended sample expansion,internal_fidelity,21,0.9976610673345594,0.9615384615384616,0.17239647992382198,1.0,True,True,True,True,,,,,,,,,,,,,
uot,0.25,5.0,tau_scan,R,I_SPATIAL,matched_finite_difference,post-review sensitivity analysis; amended sample expansion,internal_fidelity,21,0.4118198719199431,0.36,2.383285573657322,0.0,False,False,False,False,,,,,,,,,,,,,
uot,0.25,5.0,tau_scan,R,I_SPATIAL,registered_finite_difference_fixed_score,post-review sensitivity analysis; amended sample expansion,internal_fidelity,21,0.4118198719199431,0.36,2.383285573657322,0.0,False,False,False,False,,,,,,,,,,,,,
uot,0.5,1.0,interaction_corner,N,I_EXPR,matched_finite_difference,post-review sensitivity analysis; amended sample expansion,internal_fidelity,21,0.9443786063904918,0.7983193277310925,2.358071065816552,0.0,True,True,False,False,,,,,,,,,,,,,
uot,0.5,1.0,interaction_corner,N,I_EXPR,registered_finite_difference_fixed_score,post-review sensitivity analysis; amended sample expansion,internal_fidelity,21,0.33999110221826767,0.38666666666666666,4.930519045787403,0.0,False,False,False,False,,,,,,,,,,,,,
uot,0.5,1.0,interaction_corner,N,I_SPATIAL,matched_finite_difference,post-review sensitivity analysis; amended sample expansion,internal_fidelity,21,0.9225854749268778,0.6,0.9543960845926704,0.0,True,True,False,False,,,,,,,,,,,,,
uot,0.5,1.0,interaction_corner,N,I_SPATIAL,registered_finite_difference_fixed_score,post-review sensitivity analysis; amended sample expansion,internal_fidelity,21,0.9432734192946568,0.6966666666666667,1.3113602667382442,0.0,True,True,False,False,,,,,,,,,,,,,
uot,0.5,1.0,interaction_corner,R,I_EXPR,matched_finite_difference,post-review sensitivity analysis; amended sample expansion,internal_fidelity,21,0.9999050335245769,1.0,0.07125979075400038,1.0,True,True,True,True,,,,,,,,,,,,,
uot,0.5,1.0,interaction_corner,R,I_EXPR,registered_finite_difference_fixed_score,post-review sensitivity analysis; amended sample expansion,internal_fidelity,21,0.9999050335245769,1.0,0.07125979075400038,1.0,True,True,True,True,,,,,,,,,,,,,
uot,0.5,1.0,interaction_corner,R,I_SPATIAL,matched_finite_difference,post-review sensitivity analysis; amended sample expansion,internal_fidelity,21,0.9597283269903678,0.7479674796747967,1.107567782769218,0.0,True,True,False,False,,,,,,,,,,,,,
